q,K,digit,G,G2,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10
24,5,0,1362,1794,78,78,54,43,29,16,11,7,6,3,2,0,109,84,60,38,25,16,11,6,3,1
24,5,1,1362,1786,78,78,54,43,29,16,11,7,6,3,2,0,110,86,57,37,23,15,10,7,4,3
24,5,2,1362,1794,78,78,54,43,29,16,11,7,6,3,2,0,109,80,55,43,27,15,9,6,5,2
24,5,0,1334,1759,84,78,55,37,26,19,13,8,4,3,1,0,109,84,57,36,23,16,10,7,4,2
24,5,1,1334,1878,84,78,55,37,26,19,13,8,4,3,1,0,114,82,55,38,25,18,12,6,3,2
24,5,2,1334,1721,84,78,55,37,26,19,13,8,4,3,1,0,107,80,56,39,28,16,9,5,3,2
24,5,0,1289,1696,81,71,53,39,27,16,8,6,5,4,3,0,99,79,53,38,23,12,9,7,5,3
24,5,1,1289,1710,81,71,53,39,27,16,8,6,5,4,3,0,104,78,55,37,24,15,8,6,5,3
24,5,2,1289,1745,81,71,53,39,27,16,8,6,5,4,3,0,111,76,54,34,23,16,10,6,3,2
24,5,0,1249,1595,80,81,57,37,23,15,12,5,4,4,2,0,110,78,51,36,21,14,10,5,4,2
24,5,1,1249,1715,80,81,57,37,23,15,12,5,4,4,2,0,102,79,55,36,25,15,8,4,3,3
24,5,2,1249,1647,80,81,57,37,23,15,12,5,4,4,2,0,109,84,54,31,20,14,10,7,4,2
24,5,0,1281,1716,71,80,52,35,24,17,11,9,5,2,1,0,103,79,49,33,24,16,11,7,2,1
24,5,1,1281,1678,71,80,52,35,24,17,11,9,5,2,1,0,102,80,53,39,23,14,9,6,4,3
24,5,2,1281,1697,71,80,52,35,24,17,11,9,5,2,1,0,104,79,56,34,24,17,10,6,4,1
24,5,0,989,1263,70,72,46,30,20,14,10,5,2,2,1,0,88,71,39,27,18,12,8,3,1,1
24,5,1,989,1251,70,72,46,30,20,14,10,5,2,2,1,0,92,68,47,30,18,9,6,4,2,1
24,5,2,989,1242,70,72,46,30,20,14,10,5,2,2,1,0,92,63,44,27,18,13,6,3,2,1
24,5,0,1105,1473,68,70,46,30,20,15,10,7,4,1,1,0,93,70,45,29,18,14,8,6,4,2
24,5,1,1105,1448,68,70,46,30,20,15,10,7,4,1,1,0,92,67,45,30,21,14,10,4,2,1
24,5,2,1105,1466,68,70,46,30,20,15,10,7,4,1,1,0,89,69,46,31,21,12,7,5,2,1
24,5,0,1087,1488,72,68,51,33,20,12,9,7,4,3,1,0,96,67,50,29,20,12,9,5,2,2
24,5,1,1087,1426,72,68,51,33,20,12,9,7,4,3,1,0,91,70,43,29,17,12,8,6,4,2
24,5,2,1087,1418,72,68,51,33,20,12,9,7,4,3,1,0,94,72,48,32,20,13,8,5,3,1
24,5,0,1107,1402,73,74,46,33,23,15,11,6,4,2,1,0,94,70,50,33,22,13,7,4,2,1
24,5,1,1107,1418,73,74,46,33,23,15,11,6,4,2,1,0,99,72,45,29,20,14,10,5,2,1
24,5,2,1107,1412,73,74,46,33,23,15,11,6,4,2,1,0,95,73,46,33,20,12,7,4,3,1
24,5,0,1098,1397,75,73,55,31,21,16,9,6,3,2,1,0,100,76,46,30,19,10,8,5,3,2
24,5,1,1098,1455,75,73,55,31,21,16,9,6,3,2,1,0,95,73,55,33,18,11,6,4,3,1
24,5,2,1098,1410,75,73,55,31,21,16,9,6,3,2,1,0,98,69,44,27,22,17,8,4,1,1
24,5,0,1061,1324,74,75,56,40,22,12,7,5,4,2,1,0,100,77,49,27,14,12,7,5,3,0
24,5,1,1061,1341,74,75,56,40,22,12,7,5,4,2,1,0,100,73,46,33,20,11,7,2,2,2
24,5,2,1061,1366,74,75,56,40,22,12,7,5,4,2,1,0,98,74,54,33,19,8,5,5,2,1
24,5,0,1090,1557,68,76,47,27,20,14,9,6,3,3,2,0,93,71,46,27,19,14,9,5,3,2
24,5,1,1090,1427,68,76,47,27,20,14,9,6,3,3,2,0,96,70,41,28,20,13,8,5,3,2
24,5,2,1090,1523,68,76,47,27,20,14,9,6,3,3,2,0,88,68,46,31,20,12,8,6,4,3
24,5,1,1093,1517,68,68,47,34,25,14,7,4,3,2,1,0,94,71,45,30,20,12,8,5,3,2
24,5,2,1093,1437,68,68,47,34,25,14,7,4,3,2,1,0,97,67,46,31,18,10,7,4,3,2
24,5,0,1092,1402,76,68,50,35,21,13,9,5,4,2,2,0,96,69,46,34,19,11,6,4,3,2
24,5,1,1092,1494,76,68,50,35,21,13,9,5,4,2,2,0,91,69,51,31,20,13,8,5,3,1
24,5,2,1092,1429,76,68,50,35,21,13,9,5,4,2,2,0,99,72,45,27,18,12,9,5,3,2
24,5,0,1040,1333,72,75,52,33,23,12,6,6,4,2,1,0,92,69,46,30,19,11,5,4,3,1
24,5,1,1040,1293,72,75,52,33,23,12,6,6,4,2,1,0,96,73,45,26,19,12,7,5,2,0
24,5,2,1040,1298,72,75,52,33,23,12,6,6,4,2,1,0,98,72,48,31,16,8,7,4,2,2
24,5,0,1034,1284,75,72,50,36,22,12,9,4,3,3,1,0,96,67,46,32,18,10,5,3,3,2
24,5,1,1034,1323,75,72,50,36,22,12,9,4,3,3,1,0,92,74,47,30,18,11,7,4,2,1
24,5,2,1034,1323,75,72,50,36,22,12,9,4,3,3,1,0,99,71,47,28,18,11,8,4,2,1
24,5,0,1034,1314,75,75,51,30,18,15,10,8,4,1,0,0,96,72,46,32,19,13,8,3,1,0
24,5,1,1034,1284,75,75,51,30,18,15,10,8,4,1,0,0,98,69,47,27,21,12,6,5,2,1
24,5,2,1034,1283,75,75,51,30,18,15,10,8,4,1,0,0,93,71,44,27,16,13,9,5,2,0
24,5,0,1030,1290,80,65,52,34,21,13,7,4,4,2,1,0,93,65,45,28,19,11,5,5,3,1
24,5,1,1030,1323,80,65,52,34,21,13,7,4,4,2,1,0,101,70,44,27,17,12,9,4,3,1
24,5,2,1030,1319,80,65,52,34,21,13,7,4,4,2,1,0,90,69,50,32,17,9,5,3,2,2
24,5,0,1118,1410,73,80,50,33,23,14,11,6,4,2,1,0,96,78,46,30,24,12,9,5,2,0
24,5,1,1118,1364,73,80,50,33,23,14,11,6,4,2,1,0,101,80,54,30,15,10,8,5,3,1
24,5,2,1118,1458,73,80,50,33,23,14,11,6,4,2,1,0,100,66,44,34,22,16,7,3,2,2
24,5,0,1072,1350,65,73,47,33,23,18,9,5,2,2,2,0,90,75,50,31,18,10,6,5,3,1
24,5,1,1072,1496,65,73,47,33,23,18,9,5,2,2,2,0,99,70,45,30,22,16,7,4,2,2
24,5,2,1072,1471,65,73,47,33,23,18,9,5,2,2,2,0,91,70,47,34,22,13,8,3,2,2
24,5,0,1075,1394,72,77,52,37,24,12,7,5,4,2,1,0,95,77,53,33,15,8,7,5,3,2
24,5,1,1075,1351,72,77,52,37,24,12,7,5,4,2,1,0,101,70,46,31,20,11,5,4,4,1
24,5,2,1075,1415,72,77,52,37,24,12,7,5,4,2,1,0,98,75,46,29,21,13,8,4,1,1
24,5,0,1059,1393,69,72,47,34,23,14,8,5,3,3,2,0,97,66,45,30,19,15,9,5,3,1
24,5,1,1059,1385,69,72,47,34,23,14,8,5,3,3,2,0,88,72,46,32,23,11,7,3,2,2
24,5,2,1059,1342,69,72,47,34,23,14,8,5,3,3,2,0,95,73,48,30,16,9,5,5,3,2
24,5,0,1110,1441,77,69,55,34,20,14,10,5,3,2,1,0,96,73,49,29,17,11,8,5,2,1
24,5,1,1110,1461,77,69,55,34,20,14,10,5,3,2,1,0,95,70,49,34,18,13,7,5,3,2
24,5,2,1110,1459,77,69,55,34,20,14,10,5,3,2,1,0,101,72,48,28,22,13,8,3,3,2
24,5,0,1075,1429,75,71,49,32,20,17,12,5,3,1,1,0,99,69,48,29,16,13,10,5,3,1
24,5,1,1075,1353,75,71,49,32,20,17,12,5,3,1,1,0,91,69,46,35,22,14,6,2,2,1
24,5,2,1075,1414,75,71,49,32,20,17,12,5,3,1,1,0,97,74,47,28,22,13,7,4,1,1
24,5,0,1112,1390,75,75,54,34,23,13,8,7,5,2,1,0,101,71,48,30,19,13,8,5,3,1
24,5,1,1112,1435,75,75,54,34,23,13,8,7,5,2,1,0,95,75,46,33,22,14,8,4,2,1
24,5,2,1112,1411,75,75,54,34,23,13,8,7,5,2,1,0,101,76,53,30,18,9,7,6,3,1
24,5,0,1102,1456,71,75,49,36,24,15,8,5,2,2,1,0,95,73,47,33,23,11,5,3,2,1
24,5,1,1102,1406,71,75,49,36,24,15,8,5,2,2,1,0,99,73,48,31,19,11,6,5,2,2
24,5,2,1102,1482,71,75,49,36,24,15,8,5,2,2,1,0,96,73,49,31,17,13,9,4,3,2
24,5,0,1081,1402,76,68,53,32,24,17,9,5,2,2,2,0,99,70,46,32,23,13,7,2,2,2
24,5,1,1081,1348,76,68,53,32,24,17,9,5,2,2,2,0,93,74,53,33,19,9,5,4,2,1
24,5,2,1081,1388,76,68,53,32,24,17,9,5,2,2,2,0,98,70,47,28,19,15,8,5,2,1
24,5,0,1090,1431,76,76,55,37,25,15,8,3,3,2,1,0,97,77,52,32,19,12,7,4,2,1
24,5,1,1090,1348,76,76,55,37,25,15,8,3,3,2,1,0,106,73,48,30,20,10,6,3,3,2
24,5,2,1090,1389,76,76,55,37,25,15,8,3,3,2,1,0,99,76,50,33,19,11,5,3,2,1
24,5,0,1085,1425,68,76,50,36,21,13,11,8,4,2,0,0,97,72,44,30,23,15,10,6,1,0
24,5,1,1085,1402,68,76,50,36,21,13,11,8,4,2,0,0,96,79,51,31,17,10,10,5,2,1
24,5,2,1085,1361,68,76,50,36,21,13,11,8,4,2,0,0,96,70,50,34,19,13,5,3,3,1
24,5,0,1164,1505,74,71,51,35,21,13,10,8,6,3,1,0,96,70,49,34,24,13,8,5,3,2
24,5,1,1164,1538,74,71,51,35,21,13,10,8,6,3,1,0,97,78,50,29,19,13,10,8,4,1
24,5,2,1164,1515,74,71,51,35,21,13,10,8,6,3,1,0,100,71,49,34,19,15,10,5,3,1
24,5,0,1149,1457,73,74,48,34,26,14,12,8,3,1,1,0,100,75,49,32,21,12,9,5,3,1
24,5,1,1149,1477,73,74,48,34,26,14,12,8,3,1,1,0,98,76,50,35,20,13,8,4,2,1
24,5,2,1149,1490,73,74,48,34,26,14,12,8,3,1,1,0,97,71,49,33,25,15,9,5,1,1
24,5,0,1151,1487,71,73,53,34,23,20,10,6,4,2,1,0,101,80,51,30,21,15,10,6,2,0
24,5,1,1151,1466,71,73,53,34,23,20,10,6,4,2,1,0,102,74,51,35,21,13,8,3,3,2
24,5,2,1151,1459,71,73,53,34,23,20,10,6,4,2,1,0,94,72,51,35,24,15,5,4,2,1
24,5,0,943,1260,64,67,45,27,19,13,8,6,3,2,1,0,84,70,39,25,18,13,8,3,1,1
24,5,1,943,1205,64,67,45,27,19,13,8,6,3,2,1,0,87,62,45,29,17,9,6,4,2,1
24,5,2,943,1215,64,67,45,27,19,13,8,6,3,2,1,0,84,59,40,25,17,11,6,5,3,1
24,5,0,942,1217,61,64,44,31,21,13,7,4,2,1,1,0,84,66,41,27,17,11,4,4,2,2
24,5,1,942,1284,61,64,44,31,21,13,7,4,2,1,1,0,89,61,41,26,17,11,8,4,3,1
24,5,2,942,1217,61,64,44,31,21,13,7,4,2,1,1,0,78,63,44,29,17,8,5,2,1,1
24,5,0,938,1250,67,61,44,28,19,12,8,4,3,2,1,0,82,61,43,27,19,11,5,3,2,1
24,5,1,938,1211,67,61,44,28,19,12,8,4,3,2,1,0,81,62,40,24,15,10,8,5,2,1
24,5,2,938,1201,67,61,44,28,19,12,8,4,3,2,1,0,87,60,39,27,16,10,6,3,3,2
24,5,0,788,1005,64,59,40,28,18,14,6,3,2,1,0,0,78,56,39,25,17,8,4,1,1,1
24,5,1,788,948,64,59,40,28,18,14,6,3,2,1,0,0,80,57,37,22,14,9,3,2,1,0
24,5,2,788,982,64,59,40,28,18,14,6,3,2,1,0,0,77,58,36,25,13,9,5,3,1,0
24,5,0,774,955,67,64,45,27,15,9,7,4,2,1,0,0,79,59,36,23,12,7,4,3,1,1
24,5,1,774,977,67,64,45,27,15,9,7,4,2,1,0,0,79,59,39,22,13,8,4,2,2,0
24,5,2,774,909,67,64,45,27,15,9,7,4,2,1,0,0,83,56,35,20,13,8,6,2,0,0
24,5,0,802,1005,59,67,42,29,19,10,6,3,2,1,1,0,83,61,38,23,15,9,5,2,1,0
24,5,1,802,955,59,67,42,29,19,10,6,3,2,1,1,0,80,57,38,23,14,7,4,2,1,1
24,5,2,802,1017,59,67,42,29,19,10,6,3,2,1,1,0,76,62,37,25,13,7,4,3,2,1
24,5,0,870,1126,64,68,45,28,16,10,8,5,1,1,1,0,85,61,40,25,15,10,5,1,1,1
24,5,1,870,1111,64,68,45,28,16,10,8,5,1,1,1,0,80,61,38,23,16,9,5,4,1,1
24,5,2,870,1094,64,68,45,28,16,10,8,5,1,1,1,0,83,62,38,23,12,8,7,4,2,1
24,5,0,821,1035,65,64,45,29,20,11,5,3,3,1,0,0,81,62,38,25,14,8,4,2,2,1
24,5,1,821,972,65,64,45,29,20,11,5,3,3,1,0,0,84,59,39,26,16,6,3,2,1,0
24,5,2,821,992,65,64,45,29,20,11,5,3,3,1,0,0,81,60,40,21,13,9,5,3,1,0
24,5,0,881,1110,68,65,47,31,17,10,6,4,3,2,1,0,83,63,38,25,16,10,6,2,1,1
24,5,1,881,1130,68,65,47,31,17,10,6,4,3,2,1,0,85,63,42,25,15,8,5,4,2,1
24,5,2,881,1099,68,65,47,31,17,10,6,4,3,2,1,0,86,60,41,24,12,8,5,4,3,1
24,5,0,880,1130,69,63,47,29,16,12,6,4,2,1,1,0,83,60,41,26,14,7,4,3,2,1
24,5,1,880,1105,69,63,47,29,16,12,6,4,2,1,1,0,82,60,40,24,15,10,5,3,1,1
24,5,2,880,1091,69,63,47,29,16,12,6,4,2,1,1,0,86,62,38,22,14,10,6,3,2,1
24,5,0,849,1080,59,69,41,27,17,9,7,4,3,2,1,0,80,59,36,24,14,8,7,2,2,2
24,5,1,849,1046,59,69,41,27,17,9,7,4,3,2,1,0,77,59,38,24,16,8,3,3,2,1
24,5,2,849,1090,59,69,41,27,17,9,7,4,3,2,1,0,82,62,37,22,13,10,7,5,2,0
24,5,0,902,1171,63,59,39,27,20,12,8,5,3,2,1,0,81,56,36,25,14,12,7,4,2,1
24,5,1,902,1174,63,59,39,27,20,12,8,5,3,2,1,0,77,61,38,29,19,10,6,3,2,1
24,5,2,902,1135,63,59,39,27,20,12,8,5,3,2,1,0,81,59,43,24,18,9,6,4,2,1
24,5,0,939,1307,66,62,44,28,19,10,6,5,2,1,1,0,84,65,44,23,13,9,7,6,2,2
24,5,1,939,1228,66,62,44,28,19,10,6,5,2,1,1,0,81,56,38,25,15,10,7,3,3,2
24,5,0,924,1190,68,66,46,29,16,11,7,3,3,2,2,0,89,59,41,21,15,10,6,4,2,1
24,5,1,924,1234,68,66,46,29,16,11,7,3,3,2,2,0,83,60,35,27,14,11,8,4,3,2
24,5,2,924,1195,68,66,46,29,16,11,7,3,3,2,2,0,82,67,44,26,16,8,4,3,3,2
24,5,0,944,1301,62,68,46,27,16,11,7,5,3,2,1,0,82,64,41,27,15,8,6,5,4,2
24,5,1,944,1301,62,68,46,27,16,11,7,5,3,2,1,0,80,61,42,26,16,11,7,4,2,1
24,5,2,944,1212,62,68,46,27,16,11,7,5,3,2,1,0,88,63,37,21,16,12,7,4,2,2
24,5,0,916,1265,68,60,43,30,20,13,7,4,3,2,1,0,85,64,44,28,18,8,5,4,3,2
24,5,1,916,1156,68,60,43,30,20,13,7,4,3,2,1,0,84,57,41,25,16,12,5,3,3,1
24,5,2,916,1272,68,60,43,30,20,13,7,4,3,2,1,0,83,63,39,28,17,11,8,4,1,1
24,5,0,882,1114,63,68,42,26,17,12,7,4,3,2,1,0,79,58,37,25,17,12,5,3,2,1
24,5,1,882,1128,63,68,42,26,17,12,7,4,3,2,1,0,86,61,36,23,16,9,6,3,2,1
24,5,2,882,1097,63,68,42,26,17,12,7,4,3,2,1,0,80,63,41,24,13,8,6,4,2,1
24,5,0,950,1314,60,63,45,30,20,11,8,5,2,1,1,0,80,60,43,30,18,10,7,4,1,1
24,5,1,950,1235,60,63,45,30,20,11,8,5,2,1,1,0,79,66,44,24,16,9,6,4,3,2
24,5,2,950,1189,60,63,45,30,20,11,8,5,2,1,1,0,89,62,38,26,16,11,6,3,2,1
24,5,0,838,1003,66,69,47,31,20,11,7,4,2,1,0,0,87,65,39,21,14,8,5,2,1,0
24,5,1,838,1079,66,69,47,31,20,11,7,4,2,1,0,0,88,62,40,28,15,9,4,3,1,1
24,5,2,838,1072,66,69,47,31,20,11,7,4,2,1,0,0,83,65,44,27,16,8,5,2,1,0
24,5,0,869,1107,66,66,42,30,21,13,8,4,1,1,1,0,85,65,37,24,15,9,6,4,1,1
24,5,1,869,1136,66,66,42,30,21,13,8,4,1,1,1,0,83,64,43,30,15,9,6,1,1,1
24,5,2,869,1058,66,66,42,30,21,13,8,4,1,1,1,0,85,58,41,25,19,10,3,2,1,0
24,5,0,931,1164,69,66,51,31,18,11,6,4,3,1,1,0,85,65,46,25,15,8,5,3,1,1
24,5,1,931,1167,69,66,51,31,18,11,6,4,3,1,1,0,91,61,38,23,16,11,5,4,3,1
24,5,2,931,1144,69,66,51,31,18,11,6,4,3,1,1,0,86,67,43,28,14,8,6,3,2,1
24,5,0,824,991,66,62,41,28,18,11,7,3,2,1,1,0,79,56,37,25,17,8,4,2,1,1
24,5,1,824,1043,66,62,41,28,18,11,7,3,2,1,1,0,84,57,38,23,13,7,4,3,2,1
24,5,2,824,1002,66,62,41,28,18,11,7,3,2,1,1,0,77,61,37,23,13,10,6,2,1,0
24,5,0,826,1048,66,66,43,24,16,13,9,4,2,1,0,0,83,60,39,26,14,8,6,3,1,0
24,5,1,826,1021,66,66,43,24,16,13,9,4,2,1,0,0,77,59,42,22,16,10,4,1,1,1
24,5,2,826,1021,66,66,43,24,16,13,9,4,2,1,0,0,84,59,31,21,15,11,6,3,1,0
24,5,0,773,908,62,66,43,29,18,10,5,4,2,1,0,0,80,59,35,18,13,10,5,2,0,0
24,5,1,773,957,62,66,43,29,18,10,5,4,2,1,0,0,83,59,35,25,13,6,4,3,1,1
24,5,2,773,990,62,66,43,29,18,10,5,4,2,1,0,0,77,60,42,26,14,6,3,2,2,0
24,5,0,778,910,67,66,46,27,14,10,7,5,2,0,0,0,81,58,36,20,13,6,4,4,1,0
24,5,1,778,955,67,66,46,27,14,10,7,5,2,0,0,0,83,66,38,21,10,8,5,2,1,0
24,5,2,778,937,67,66,46,27,14,10,7,5,2,0,0,0,80,53,37,24,15,10,5,1,0,0
24,5,0,828,1045,59,67,43,29,21,11,5,4,2,1,1,0,79,67,45,27,12,7,5,2,1,1
24,5,1,828,1079,59,67,43,29,21,11,5,4,2,1,1,0,82,58,39,23,18,10,3,2,1,1
24,5,2,828,1026,59,67,43,29,21,11,5,4,2,1,1,0,82,59,33,24,15,7,5,4,2,0
24,5,0,798,951,66,59,44,32,19,11,6,2,2,2,0,0,89,61,36,20,11,8,4,2,1,1
24,5,1,798,1059,66,59,44,32,19,11,6,2,2,2,0,0,78,56,41,32,15,8,3,2,2,1
24,5,2,798,976,66,59,44,32,19,11,6,2,2,2,0,0,76,60,41,22,16,7,5,2,1,0
24,5,0,814,979,63,66,44,31,17,9,7,5,2,1,0,0,78,58,39,23,13,7,5,4,1,0
24,5,1,814,1053,63,66,44,31,17,9,7,5,2,1,0,0,83,66,37,23,13,9,6,2,1,1
24,5,2,814,988,63,66,44,31,17,9,7,5,2,1,0,0,84,58,40,26,15,8,4,2,1,0
24,5,0,868,1084,65,63,44,27,20,13,9,4,1,1,1,0,79,62,42,28,15,9,5,2,1,1
24,5,1,868,1128,65,63,44,27,20,13,9,4,1,1,1,0,79,61,42,24,18,11,5,2,1,1
24,5,2,868,1044,65,63,44,27,20,13,9,4,1,1,1,0,90,60,36,24,16,9,6,3,1,0
24,5,0,796,933,66,65,45,28,17,13,6,4,3,1,0,0,90,59,35,22,12,7,5,2,1,0
24,5,1,796,1066,66,65,45,28,17,13,6,4,3,1,0,0,78,59,40,30,16,10,3,2,1,1
24,5,2,796,1102,66,65,45,28,17,13,6,4,3,1,0,0,80,64,42,20,16,10,6,4,2,0
24,5,0,822,1003,69,65,50,31,18,10,6,4,2,1,0,0,82,67,48,24,12,6,5,3,0,0
24,5,1,822,1000,69,65,50,31,18,10,6,4,2,1,0,0,84,56,38,25,12,8,4,2,2,1
24,5,2,822,1004,69,65,50,31,18,10,6,4,2,1,0,0,90,64,36,23,17,9,4,2,1,0
24,5,0,842,997,65,69,46,31,19,12,7,4,2,0,0,0,93,56,39,24,15,9,4,3,0,0
24,5,1,842,1041,65,69,46,31,19,12,7,4,2,0,0,0,79,61,38,26,17,9,5,2,1,0
24,5,2,842,1014,65,69,46,31,19,12,7,4,2,0,0,0,83,73,44,25,12,7,4,1,1,0
24,5,0,871,1113,65,65,43,29,20,13,8,4,3,1,0,0,83,64,41,28,17,9,6,2,1,1
24,5,1,871,1060,65,65,43,29,20,13,8,4,3,1,0,0,80,59,44,26,16,9,4,3,1,0
24,5,2,871,1068,65,65,43,29,20,13,8,4,3,1,0,0,88,63,36,24,16,11,6,3,2,0
24,5,0,849,1035,63,64,42,29,20,12,6,4,3,1,0,0,88,56,38,23,14,11,5,3,1,0
24,5,1,849,1045,63,64,42,29,20,12,6,4,3,1,0,0,76,62,40,26,16,8,4,2,1,1
24,5,2,849,1054,63,64,42,29,20,12,6,4,3,1,0,0,80,63,39,26,16,7,5,3,2,0
24,5,0,838,1110,66,63,43,28,15,9,6,4,2,2,2,0,79,61,40,22,11,9,6,3,2,2
24,5,1,838,1066,66,63,43,28,15,9,6,4,2,2,2,0,81,55,36,22,14,9,5,3,2,1
24,5,2,838,1043,66,63,43,28,15,9,6,4,2,2,2,0,80,58,35,24,15,7,5,4,2,1
24,5,0,861,1102,64,66,43,26,19,11,6,2,2,2,1,0,88,55,40,22,15,8,3,2,2,2
24,5,1,861,1101,64,66,43,26,19,11,6,2,2,2,1,0,80,59,34,22,14,11,6,3,2,1
24,5,2,861,1048,64,66,43,26,19,11,6,2,2,2,1,0,75,65,39,26,15,6,5,3,2,1
24,5,0,952,1222,68,65,46,31,18,13,9,6,4,2,0,0,87,63,42,32,16,12,8,5,2,0
24,5,1,952,1246,68,65,46,31,18,13,9,6,4,2,0,0,85,65,48,28,19,10,7,4,2,0
24,5,2,952,1190,68,65,46,31,18,13,9,6,4,2,0,0,90,66,39,23,17,12,6,3,2,2
24,5,0,870,1053,69,68,48,30,17,10,7,6,3,1,0,0,88,61,40,22,14,10,5,3,2,0
24,5,1,870,1081,69,68,48,30,17,10,7,6,3,1,0,0,83,64,40,26,15,10,7,4,0,0
24,5,2,870,1116,69,68,48,30,17,10,7,6,3,1,0,0,88,65,42,26,15,7,5,3,2,1
24,5,0,925,1188,65,69,44,29,21,12,7,4,3,2,1,0,89,65,39,25,17,8,6,3,3,2
24,5,1,925,1146,65,69,44,29,21,12,7,4,3,2,1,0,89,64,42,26,14,9,5,3,2,1
24,5,2,925,1164,65,69,44,29,21,12,7,4,3,2,1,0,79,63,42,28,19,12,6,4,1,0
24,5,0,959,1216,66,67,46,31,23,14,7,4,2,1,1,0,86,66,43,30,18,10,5,3,1,1
24,5,1,959,1216,66,67,46,31,23,14,7,4,2,1,1,0,88,68,46,27,18,9,6,4,2,1
24,5,2,959,1213,66,67,46,31,23,14,7,4,2,1,1,0,89,63,41,27,17,11,5,2,2,1
24,5,0,871,1052,67,66,44,31,21,14,7,3,2,1,0,0,87,67,38,22,16,10,5,2,1,0
24,5,1,871,1084,67,66,44,31,21,14,7,3,2,1,0,0,90,63,44,28,13,8,5,3,1,0
24,5,2,871,1064,67,66,44,31,21,14,7,3,2,1,0,0,79,59,41,29,19,9,3,1,1,1
24,5,0,933,1149,67,67,47,29,18,12,9,6,3,1,1,0,85,70,42,22,15,9,6,6,2,0
24,5,1,933,1218,67,67,47,29,18,12,9,6,3,1,1,0,90,65,42,26,14,12,9,3,2,1
24,5,2,933,1190,67,67,47,29,18,12,9,6,3,1,1,0,85,58,42,31,21,11,5,2,1,1
24,5,0,920,1170,65,64,45,31,18,11,7,4,2,1,1,0,84,63,40,25,13,10,7,2,2,1
24,5,1,920,1220,65,64,45,31,18,11,7,4,2,1,1,0,82,60,41,29,17,9,4,3,1,1
24,5,2,920,1236,65,64,45,31,18,11,7,4,2,1,1,0,85,63,41,23,16,9,6,5,3,2
24,5,0,943,1213,67,65,45,27,20,12,9,5,2,1,1,0,88,62,40,25,16,11,6,4,2,1
24,5,1,943,1205,67,65,45,27,20,12,9,5,2,1,1,0,85,61,41,27,18,11,7,3,2,1
24,5,2,943,1177,67,65,45,27,20,12,9,5,2,1,1,0,82,65,42,26,17,9,6,3,1,1
24,5,0,923,1165,64,67,47,32,20,14,7,3,2,2,1,0,84,65,44,28,18,10,4,3,2,1
24,5,1,923,1128,64,67,47,32,20,14,7,3,2,2,1,0,88,65,42,25,15,10,6,2,1,1
24,5,2,923,1162,64,67,47,32,20,14,7,3,2,2,1,0,87,65,42,28,16,9,5,3,2,1
24,5,0,822,978,64,65,45,25,18,11,6,4,3,1,0,0,83,61,38,20,13,10,5,2,1,1
24,5,1,822,1000,64,65,45,25,18,11,6,4,3,1,0,0,84,57,36,23,15,9,5,3,1,0
24,5,2,822,993,64,65,45,25,18,11,6,4,3,1,0,0,75,60,39,25,15,6,4,3,2,0
24,5,0,814,998,62,64,42,28,17,12,7,4,2,1,0,0,81,61,38,23,13,7,4,2,2,1
24,5,1,814,1015,62,64,42,28,17,12,7,4,2,1,0,0,77,60,38,26,14,10,5,2,1,0
24,5,2,814,980,62,64,42,28,17,12,7,4,2,1,0,0,81,56,37,22,16,9,5,3,0,0
24,5,0,735,848,65,62,40,28,16,10,7,4,1,0,0,0,74,59,35,22,13,7,3,1,0,0
24,5,1,735,923,65,62,40,28,16,10,7,4,1,0,0,0,81,53,34,23,14,8,4,2,1,0
24,5,2,735,882,65,62,40,28,16,10,7,4,1,0,0,0,78,56,37,21,11,7,5,2,0,0
24,5,0,879,1119,61,66,46,29,18,11,6,4,3,2,1,0,83,63,35,25,18,9,4,2,2,2
24,5,1,879,1118,61,66,46,29,18,11,6,4,3,2,1,0,86,64,43,24,13,9,6,5,2,0
24,5,2,879,1101,61,66,46,29,18,11,6,4,3,2,1,0,78,59,42,25,14,9,6,3,2,1
24,5,0,871,1185,66,61,46,30,20,11,7,4,2,2,1,0,76,64,46,30,17,7,4,3,2,2
24,5,1,871,1076,66,61,46,30,20,11,7,4,2,2,1,0,87,60,40,22,15,10,5,3,2,0
24,5,2,871,1080,66,61,46,30,20,11,7,4,2,2,1,0,87,60,37,25,15,10,7,3,1,1
24,5,0,869,1140,66,66,44,29,18,12,7,3,2,1,1,0,85,59,36,26,16,11,6,3,1,1
24,5,1,869,1102,66,66,44,29,18,12,7,3,2,1,1,0,83,62,43,25,16,7,4,3,3,1
24,5,2,869,1094,66,66,44,29,18,12,7,3,2,1,1,0,82,63,39,23,13,9,5,2,1,1
24,5,0,796,997,66,59,41,28,16,11,7,3,2,1,1,0,78,54,32,22,14,9,4,2,2,1
24,5,1,796,996,66,59,41,28,16,11,7,3,2,1,1,0,82,60,37,23,13,8,5,3,1,0
24,5,2,796,989,66,59,41,28,16,11,7,3,2,1,1,0,75,55,41,24,14,8,5,2,1,1
24,5,0,817,999,64,66,45,26,14,10,7,5,3,1,0,0,74,58,39,24,14,9,4,2,2,1
24,5,1,817,992,64,66,45,26,14,10,7,5,3,1,0,0,82,65,35,17,13,10,6,3,1,0
